0,0,0.20087
0,0,0.20455
0,0,0.22429
0,0,0.08301
0,0,0.04518
0,0,0.20195
0,0,0.34202
0,0,0.09933
0,0,0.12971
0,0,0.14136
0,0,0.05334
0,0,0.13618
0,0,0.31185
0,0,0.01304
0,0,0.06501
0,0,0.09192
0,0,0.09543
0,0,0.11277
0,0,0.15741
0,0,0.21877
0,0,0.10208
0,0,0.01304
0,0,0.04374
0,0,0.05909
0,0,0.04111
0,0,0.14077
0,0,0.03863
0,0,0.01442
0,0,0.04105
0,0,0.24212
0,0,0.21866
0,0,0.17401
0,0,0.10435
0,0,0.07938
0,0,0.14409
0,0,0.1575
0,0,0.28119
0,0,0.12159
0,0,0.03712
0,0,0.07308
0,0,0.32934
0,0,0.08868
0,0,0.38322
0,0,0.34137
0,0,0.04826
0,0,0.04052
0,0,0.17889
0,0,0.37165
0,0,0.22182
0,0,0.21657
1,0,0.26277
